coords.x1,coords.x2,datetime,ID,revisits,residenceTime,avg_time_between,date,day,site,concatenated,state,hr
495637.8454,3487947.656,6/7/2014 10:01,45,1,25.64792476,NA,6/7/2014,1,KNF,2014-06-07 45,1,10
495631.8587,3487956.858,6/7/2014 11:00,45,1,25.46467299,NA,6/7/2014,1,KNF,2014-06-07 45,1,11
495634.0684,3487951.415,6/7/2014 12:00,45,1,25.55970636,NA,6/7/2014,1,KNF,2014-06-07 45,1,12
495631.8597,3487959.418,6/7/2014 13:00,45,1,25.4296836,NA,6/7/2014,1,KNF,2014-06-07 45,1,13
495611.841,3487967.906,6/7/2014 14:00,45,1,25.11369,NA,6/7/2014,1,KNF,2014-06-07 45,1,14
495608.1366,3487941.108,6/7/2014 15:00,45,1,25.37132489,NA,6/7/2014,1,KNF,2014-06-07 45,1,15
495586.7112,3487968.238,6/7/2014 16:00,45,1,24.79356665,NA,6/7/2014,1,KNF,2014-06-07 45,1,16
495634.7442,3487955.427,6/7/2014 17:00,45,1,25.51248006,NA,6/7/2014,1,KNF,2014-06-07 45,1,17
495627.0877,3487967.412,6/7/2014 18:00,45,1,25.27285847,NA,6/7/2014,1,KNF,2014-06-07 45,1,18
495634.2307,3487953.543,6/7/2014 19:00,45,1,25.53296746,NA,6/7/2014,1,KNF,2014-06-07 45,1,19
495633.0639,3487955.65,6/7/2014 20:00,45,1,25.49295457,NA,6/7/2014,1,KNF,2014-06-07 45,1,20
495638.3802,3487955.215,6/7/2014 6:00,45,1,25.55028376,NA,6/7/2014,1,KNF,2014-06-07 45,1,6
495641.6462,3487955.524,6/7/2014 7:00,45,1,25.57612567,NA,6/7/2014,1,KNF,2014-06-07 45,1,7
495638.6979,3487965.711,6/7/2014 8:00,45,1,25.40022982,NA,6/7/2014,1,KNF,2014-06-07 45,1,8
495642.2274,3487960.578,6/7/2014 9:01,45,1,25.50716602,NA,6/7/2014,1,KNF,2014-06-07 45,1,9
495850.1475,3487835.317,6/8/2014 10:00,45,1,6.810380985,NA,6/8/2014,2,KNF,2014-06-08 45,2,10
495879.6555,3487861.905,6/8/2014 11:00,45,1,15.06134547,NA,6/8/2014,2,KNF,2014-06-08 45,2,11
495906.4641,3487905.109,6/8/2014 12:00,45,2,18.79290528,1.520655815,6/8/2014,2,KNF,2014-06-08 45,2,12
495814.3401,3487843.854,6/8/2014 13:00,45,2,6.425401069,0.643824632,6/8/2014,2,KNF,2014-06-08 45,2,13
495803.7397,3487854.388,6/8/2014 14:00,45,2,6.380741564,0.82753192,6/8/2014,2,KNF,2014-06-08 45,2,14
495864.0529,3487899.008,6/8/2014 15:00,45,1,21.05646741,NA,6/8/2014,2,KNF,2014-06-08 45,2,15
495896.0461,3487944.803,6/8/2014 16:00,45,2,18.02890938,1.916204273,6/8/2014,2,KNF,2014-06-08 45,2,16
495897.8982,3487946.985,6/8/2014 17:00,45,2,17.91881201,1.983474631,6/8/2014,2,KNF,2014-06-08 45,2,17
495880.932,3487944.82,6/8/2014 18:01,45,2,18.22823918,1.712725501,6/8/2014,2,KNF,2014-06-08 45,2,18
495899.9651,3487915.84,6/8/2014 19:01,45,2,18.78167691,1.522378111,6/8/2014,2,KNF,2014-06-08 45,2,19
495884.8058,3487945.694,6/8/2014 20:00,45,2,18.15174889,1.780530021,6/8/2014,2,KNF,2014-06-08 45,2,20
495640.7944,3487961.886,6/8/2014 6:00,45,1,25.47540689,NA,6/8/2014,2,KNF,2014-06-08 45,2,6
495664.7989,3487903.788,6/8/2014 7:00,45,2,25.82138753,0.586094144,6/8/2014,2,KNF,2014-06-08 45,2,7
495708.0827,3487861.542,6/8/2014 8:00,45,1,2.610646445,NA,6/8/2014,2,KNF,2014-06-08 45,2,8
495791.1392,3487848.951,6/8/2014 9:01,45,2,5.815758791,1.333979041,6/8/2014,2,KNF,2014-06-08 45,2,9
495909.5002,3487972.561,6/9/2014 6:00,45,1,25.35720827,NA,6/9/2014,3,KNF,2014-06-09 45,3,6
495933.168,3488045.37,6/9/2014 7:00,45,1,24.13976219,NA,6/9/2014,3,KNF,2014-06-09 45,3,7
496002.6256,3488124.18,6/9/2014 8:01,45,2,18.53056206,3.14367062,6/9/2014,3,KNF,2014-06-09 45,3,8
495977.3742,3488300.172,6/9/2014 9:01,45,1,3.238274593,NA,6/9/2014,3,KNF,2014-06-09 45,3,9
495871.3226,3488442.758,6/9/2014 10:01,45,1,2.604649306,NA,6/9/2014,3,KNF,2014-06-09 45,3,10
495710.0006,3488598.567,6/9/2014 11:00,45,2,13.17034976,14.03933849,6/9/2014,3,KNF,2014-06-09 45,3,11
495606.0269,3488700.124,6/9/2014 12:00,45,1,26.92113554,NA,6/9/2014,3,KNF,2014-06-09 45,3,12
495657.7397,3488687.157,6/9/2014 13:00,45,1,27.11683416,NA,6/9/2014,3,KNF,2014-06-09 45,3,13
495625.0003,3488692.402,6/9/2014 14:00,45,1,26.99848834,NA,6/9/2014,3,KNF,2014-06-09 45,3,14
495625.2679,3488719.334,6/9/2014 15:00,45,2,27.17471182,499.3690543,6/9/2014,3,KNF,2014-06-09 45,3,15
495607.5091,3488770.725,6/9/2014 16:00,45,2,27.72741088,498.878269,6/9/2014,3,KNF,2014-06-09 45,3,16
495684.0097,3488830.743,6/9/2014 17:00,45,2,28.37094318,498.5281407,6/9/2014,3,KNF,2014-06-09 45,3,17
495611.7399,3488830.939,6/9/2014 18:00,45,3,28.90415869,248.9014253,6/9/2014,3,KNF,2014-06-09 45,3,18
495611.738,3488871.283,6/9/2014 19:00,45,3,29.55423742,248.5367933,6/9/2014,3,KNF,2014-06-09 45,3,19
495593.5845,3488864.142,6/9/2014 20:00,45,4,30.14307596,165.4715973,6/9/2014,3,KNF,2014-06-09 45,3,20
495586.9737,3488765.979,6/10/2014 10:01,45,4,10.53772019,4.908761913,6/10/2014,4,KNF,2014-06-10 45,2,10
495619.6535,3488799.88,6/10/2014 11:01,45,2,19.38474657,3.211999497,6/10/2014,4,KNF,2014-06-10 45,2,11
495602.6743,3488763.91,6/10/2014 12:00,45,4,11.66919098,4.55654968,6/10/2014,4,KNF,2014-06-10 45,2,12
495620.1728,3488815.685,6/10/2014 13:00,45,2,21.80045006,0.374040668,6/10/2014,4,KNF,2014-06-10 45,2,13
495778.1473,3489077.821,6/10/2014 14:01,45,10,17.37298829,53.97843004,6/10/2014,4,KNF,2014-06-10 45,2,14
495754.9389,3489197.387,6/10/2014 15:00,45,9,26.82521886,59.54171778,6/10/2014,4,KNF,2014-06-10 45,2,15
495766.548,3489149.956,6/10/2014 16:00,45,8,29.54434406,67.69625817,6/10/2014,4,KNF,2014-06-10 45,2,16
495740.537,3489147.218,6/10/2014 17:01,45,8,30.11001538,67.65263618,6/10/2014,4,KNF,2014-06-10 45,2,17
495695.6094,3489127.242,6/10/2014 18:02,45,6,26.49407582,95.27681552,6/10/2014,4,KNF,2014-06-10 45,2,18
495701.8616,3489118.827,6/10/2014 19:00,45,7,26.70312602,79.53512717,6/10/2014,4,KNF,2014-06-10 45,2,19
495691.2527,3489128.23,6/10/2014 20:00,45,6,26.43278794,95.27944908,6/10/2014,4,KNF,2014-06-10 45,2,20
495644.3964,3488900.651,6/10/2014 7:01,45,3,15.99084435,252.2744131,6/10/2014,4,KNF,2014-06-10 45,2,7
495562.0205,3488797.389,6/10/2014 8:01,45,3,13.7025649,4.103289588,6/10/2014,4,KNF,2014-06-10 45,2,8
495552.8089,3488744.979,6/10/2014 9:02,45,3,8.015180721,8.484737183,6/10/2014,4,KNF,2014-06-10 45,2,9
495717.1561,3489169.228,6/11/2014 10:01,45,8,31.22475421,67.50122355,6/11/2014,5,KNF,2014-06-11 45,2,10
495672.5995,3489150.715,6/11/2014 11:01,45,8,26.11712326,67.98713979,6/11/2014,5,KNF,2014-06-11 45,2,11
495629.7399,3489195.588,6/11/2014 12:00,45,6,9.381699599,95.00809198,6/11/2014,5,KNF,2014-06-11 45,2,12
495585.5986,3489305.854,6/11/2014 13:01,45,2,2.923752525,96.03332307,6/11/2014,5,KNF,2014-06-11 45,2,13
495592.4029,3489279.217,6/11/2014 14:01,45,1,3.854141431,NA,6/11/2014,5,KNF,2014-06-11 45,2,14
495569.9667,3489199.803,6/11/2014 15:00,45,4,5.950937906,159.1442206,6/11/2014,5,KNF,2014-06-11 45,2,15
495672.1725,3489219.666,6/11/2014 16:01,45,8,13.41761611,69.98014904,6/11/2014,5,KNF,2014-06-11 45,2,16
495734.5121,3489223.696,6/11/2014 17:01,45,8,19.54555402,69.06346297,6/11/2014,5,KNF,2014-06-11 45,2,17
495876.8797,3489217.909,6/11/2014 18:01,45,4,19.69539058,43.49627289,6/11/2014,5,KNF,2014-06-11 45,2,18
495888.7174,3489194.795,6/11/2014 19:00,45,5,20.44768163,32.40873785,6/11/2014,5,KNF,2014-06-11 45,2,19
495879.4036,3489215.026,6/11/2014 20:00,45,4,19.6747995,43.49636787,6/11/2014,5,KNF,2014-06-11 45,2,20
495740.1709,3489180.413,6/11/2014 6:00,45,8,31.17807394,67.47446681,6/11/2014,5,KNF,2014-06-11 45,2,6
495840.4244,3489232.365,6/11/2014 7:00,45,4,20.59106614,43.31398592,6/11/2014,5,KNF,2014-06-11 45,2,7
495854.1857,3489201.038,6/11/2014 8:00,45,4,20.84782406,43.25678728,6/11/2014,5,KNF,2014-06-11 45,2,8
495715.8935,3489122.944,6/11/2014 9:00,45,6,27.44766321,95.283779,6/11/2014,5,KNF,2014-06-11 45,2,9
495715.3796,3489211.967,6/12/2014 10:01,45,8,27.25876678,68.02052371,6/12/2014,6,KNF,2014-06-12 45,2,10
495679.7711,3489322.029,6/12/2014 11:00,45,1,1.802587394,NA,6/12/2014,6,KNF,2014-06-12 45,2,11
495700.7627,3489238.872,6/12/2014 12:00,45,7,12.86728952,25.77046711,6/12/2014,6,KNF,2014-06-12 45,2,12
495818.2277,3489154.047,6/12/2014 13:00,45,8,28.79332767,67.70267085,6/12/2014,6,KNF,2014-06-12 45,2,13
496027.4388,3489110.274,6/12/2014 14:00,45,8,29.46133546,12.50436177,6/12/2014,6,KNF,2014-06-12 45,2,14
496031.001,3489067.125,6/12/2014 15:01,45,5,15.73173684,25.24204494,6/12/2014,6,KNF,2014-06-12 45,2,15
496018.8095,3489109.225,6/12/2014 16:00,45,7,24.84452655,15.36838724,6/12/2014,6,KNF,2014-06-12 45,2,16
496063.788,3489165.035,6/12/2014 17:00,45,4,37.81681285,26.29555768,6/12/2014,6,KNF,2014-06-12 45,2,17
496092.4373,3489140.829,6/12/2014 18:01,45,4,37.56051152,26.2855741,6/12/2014,6,KNF,2014-06-12 45,2,18
496102.3599,3489122.881,6/12/2014 19:00,45,5,37.49831425,19.7049336,6/12/2014,6,KNF,2014-06-12 45,2,19
496075.7143,3489123.844,6/12/2014 20:00,45,4,40.09239489,25.50238949,6/12/2014,6,KNF,2014-06-12 45,2,20
495913.3447,3489227.881,6/12/2014 7:00,45,3,17.93926984,65.82158492,6/12/2014,6,KNF,2014-06-12 45,2,7
495873.834,3489245.331,6/12/2014 8:01,45,3,18.76958459,65.61256655,6/12/2014,6,KNF,2014-06-12 45,2,8
495714.7488,3489201.46,6/12/2014 9:01,45,8,28.78222232,67.81933815,6/12/2014,6,KNF,2014-06-12 45,2,9
496108.6163,3489099.404,6/13/2014 10:00,45,8,32.56540391,11.95180705,6/13/2014,7,KNF,2014-06-13 45,2,10
496072.3185,3489080.476,6/13/2014 11:00,45,5,25.60536324,22.72051181,6/13/2014,7,KNF,2014-06-13 45,2,11
496098.7686,3489013.5,6/13/2014 12:00,45,3,5.290752766,43.70714669,6/13/2014,7,KNF,2014-06-13 45,2,12
496016.4847,3489012.6,6/13/2014 13:00,45,4,8.550443678,35.75639777,6/13/2014,7,KNF,2014-06-13 45,2,13
496034.7379,3489083.472,6/13/2014 14:00,45,6,20.84455367,19.18950884,6/13/2014,7,KNF,2014-06-13 45,2,14
496022.3433,3489140.723,6/13/2014 15:00,45,9,33.28826579,10.48102413,6/13/2014,7,KNF,2014-06-13 45,2,15
496082.2377,3489179.569,6/13/2014 16:00,45,4,34.80035073,27.17974754,6/13/2014,7,KNF,2014-06-13 45,2,16
496102.6259,3489199.523,6/13/2014 17:00,45,2,32.34026736,5.301889771,6/13/2014,7,KNF,2014-06-13 45,2,17
496087.4887,3489183.635,6/13/2014 18:01,45,2,33.851076,4.310145619,6/13/2014,7,KNF,2014-06-13 45,2,18
496077.0467,3489158.225,6/13/2014 19:00,45,4,37.60871538,26.31799885,6/13/2014,7,KNF,2014-06-13 45,2,19
496092.7888,3489167.008,6/13/2014 20:00,45,4,35.31209374,26.99347452,6/13/2014,7,KNF,2014-06-13 45,2,20
496104.5536,3489201.251,6/13/2014 6:00,45,2,32.21424499,5.365036437,6/13/2014,7,KNF,2014-06-13 45,2,6
496070.5821,3489182.932,6/13/2014 7:00,45,4,34.81001205,27.22966892,6/13/2014,7,KNF,2014-06-13 45,2,7
496125.2747,3489147.034,6/13/2014 8:00,45,2,32.0557869,4.088572474,6/13/2014,7,KNF,2014-06-13 45,2,8
496101.567,3489160.255,6/13/2014 9:00,45,4,34.86821901,27.11210942,6/13/2014,7,KNF,2014-06-13 45,2,9
495440.269,3489156.512,6/14/2014 10:01,45,17,27.84713695,24.1628544,6/14/2014,8,KNF,2014-06-14 45,2,10
495332.2144,3489220.633,6/14/2014 11:00,45,29,62.21005951,24.38104311,6/14/2014,8,KNF,2014-06-14 45,2,11
495321.3022,3489272.353,6/14/2014 12:00,45,31,90.19917655,21.81569361,6/14/2014,8,KNF,2014-06-14 45,2,12
495349.2277,3489332.513,6/14/2014 13:00,45,15,49.68739029,53.48980789,6/14/2014,8,KNF,2014-06-14 45,2,13
495302.7515,3489225.334,6/14/2014 14:00,45,32,82.24385127,21.36541324,6/14/2014,8,KNF,2014-06-14 45,2,14
495259.0324,3489171.201,6/14/2014 15:00,45,34,64.17184055,20.58526566,6/14/2014,8,KNF,2014-06-14 45,2,15
495285.5687,3489243.73,6/14/2014 16:00,45,32,106.6260555,20.57211387,6/14/2014,8,KNF,2014-06-14 45,2,16
494389.2741,3489339.636,6/14/2014 17:01,45,1,0.194512682,NA,6/14/2014,8,KNF,2014-06-14 45,2,17
495318.8953,3489070.89,6/14/2014 18:01,45,17,60.17359638,21.12076241,6/14/2014,8,KNF,2014-06-14 45,2,18
495307.6974,3489099.657,6/14/2014 19:00,45,16,48.61203296,23.2730931,6/14/2014,8,KNF,2014-06-14 45,2,19
495326.085,3489057.842,6/14/2014 20:00,45,16,66.12792695,22.13319209,6/14/2014,8,KNF,2014-06-14 45,2,20
496019.5644,3489196.784,6/14/2014 6:01,45,6,26.06808623,3.031521421,6/14/2014,8,KNF,2014-06-14 45,2,6
495947.2245,3489132.184,6/14/2014 7:01,45,6,5.874681825,21.0988325,6/14/2014,8,KNF,2014-06-14 45,2,7
495743.3216,3489108.769,6/14/2014 8:01,45,6,26.10156315,95.5074875,6/14/2014,8,KNF,2014-06-14 45,2,8
495524.1685,3489120.221,6/14/2014 9:01,45,6,5.694556392,65.95450921,6/14/2014,8,KNF,2014-06-14 45,2,9
495365.3736,3489287.906,6/15/2014 10:01,45,19,57.71046076,38.17747084,6/15/2014,9,KNF,2014-06-15 45,2,10
495465.411,3489408.427,6/15/2014 11:00,45,7,24.76483569,127.3298691,6/15/2014,9,KNF,2014-06-15 45,2,11
495510.3246,3489419.613,6/15/2014 12:00,45,8,21.98229714,109.4783672,6/15/2014,9,KNF,2014-06-15 45,2,12
495554.7339,3489472.917,6/15/2014 13:00,45,5,10.09066617,182.4803832,6/15/2014,9,KNF,2014-06-15 45,2,13
495527.7303,3489411.914,6/15/2014 14:00,45,5,11.1045033,182.3265732,6/15/2014,9,KNF,2014-06-15 45,2,14
495515.0711,3489354.451,6/15/2014 15:00,45,8,10.10824596,124.5723782,6/15/2014,9,KNF,2014-06-15 45,2,15
495454.3668,3489289.352,6/15/2014 16:01,45,11,12.19134761,77.70452462,6/15/2014,9,KNF,2014-06-15 45,2,16
495367.9473,3489269.439,6/15/2014 17:00,45,22,56.88048723,32.7707915,6/15/2014,9,KNF,2014-06-15 45,2,17
495288.7222,3489352.745,6/15/2014 18:01,45,16,59.32626053,37.81345212,6/15/2014,9,KNF,2014-06-15 45,2,18
495318.7734,3489327.239,6/15/2014 19:00,45,21,62.72870068,34.06560271,6/15/2014,9,KNF,2014-06-15 45,2,19
495330.3033,3489340.479,6/15/2014 20:00,45,13,47.37465414,58.04204626,6/15/2014,9,KNF,2014-06-15 45,2,20
495374.8455,3489028.15,6/15/2014 6:02,45,13,50.20632495,29.00593194,6/15/2014,9,KNF,2014-06-15 45,2,6
495356.515,3488985.853,6/15/2014 7:01,45,9,44.77108778,47.48588888,6/15/2014,9,KNF,2014-06-15 45,2,7
495277.7654,3488971.003,6/15/2014 8:00,45,9,31.27311623,47.82768352,6/15/2014,9,KNF,2014-06-15 45,2,8
495307.9317,3489114.032,6/15/2014 9:01,45,20,48.62253622,18.33888576,6/15/2014,9,KNF,2014-06-15 45,2,9
495439.7441,3489150.072,6/16/2014 7:01,45,32,242.9334176,20.71490192,6/16/2014,10,KNF,2014-06-16 45,3,7
495561.0941,3489051.078,6/16/2014 8:00,45,30,126.9218913,13.77568273,6/16/2014,10,KNF,2014-06-16 45,3,8
495856.6745,3489086.246,6/16/2014 9:00,45,11,85.51041126,41.90607893,6/16/2014,10,KNF,2014-06-16 45,3,9
495987.8644,3489062.919,6/16/2014 10:00,45,9,78.11472681,53.06973209,6/16/2014,10,KNF,2014-06-16 45,3,10
496059.6827,3489052.916,6/16/2014 11:00,45,4,70.56052443,22.61757694,6/16/2014,10,KNF,2014-06-16 45,3,11
495990.1768,3489053.032,6/16/2014 12:00,45,9,75.73607212,53.35800487,6/16/2014,10,KNF,2014-06-16 45,3,12
496216.2908,3488991.5,6/16/2014 13:00,45,3,59.81043542,28.29549306,6/16/2014,10,KNF,2014-06-16 45,3,13
496303.6659,3489027.579,6/16/2014 14:00,45,6,34.57019021,15.03983871,6/16/2014,10,KNF,2014-06-16 45,3,14
496465.4352,3489036.023,6/16/2014 15:01,45,1,14.84013895,NA,6/16/2014,10,KNF,2014-06-16 45,3,15
496560.2114,3489066.128,6/16/2014 16:01,45,1,11.33989891,NA,6/16/2014,10,KNF,2014-06-16 45,3,16
496516.6664,3489145.632,6/16/2014 17:01,45,1,10.93796049,NA,6/16/2014,10,KNF,2014-06-16 45,3,17
496393.019,3488938.436,6/16/2014 18:01,45,1,17.67294867,NA,6/16/2014,10,KNF,2014-06-16 45,3,18
496393.6001,3488944.344,6/16/2014 19:01,45,1,17.63220445,NA,6/16/2014,10,KNF,2014-06-16 45,3,19
496385.5953,3488937.608,6/16/2014 20:00,45,1,17.88616253,NA,6/16/2014,10,KNF,2014-06-16 45,3,20
496047.2355,3489097.044,6/17/2014 10:01,45,7,27.6228057,14.85821252,6/17/2014,11,KNF,2014-06-17 45,2,10
495900.2666,3489234.536,6/17/2014 11:00,45,3,18.24595724,65.746577,6/17/2014,11,KNF,2014-06-17 45,2,11
495890.1077,3489206,6/17/2014 12:00,45,4,19.43651263,43.53313671,6/17/2014,11,KNF,2014-06-17 45,2,12
495769.5877,3489131.623,6/17/2014 13:00,45,7,27.04026258,79.39549847,6/17/2014,11,KNF,2014-06-17 45,2,13
495702.8629,3489152.653,6/17/2014 14:01,45,8,30.49569067,67.62028704,6/17/2014,11,KNF,2014-06-17 45,2,14
495511.9345,3489190.961,6/17/2014 15:00,45,9,10.92255714,58.72649722,6/17/2014,11,KNF,2014-06-17 45,2,15
495445.8907,3489161.175,6/17/2014 16:01,45,17,27.11862216,24.20936375,6/17/2014,11,KNF,2014-06-17 45,2,16
495374.987,3489239.566,6/17/2014 17:01,45,24,46.07381703,30.39804265,6/17/2014,11,KNF,2014-06-17 45,2,17
495329.2313,3489363.156,6/17/2014 18:00,45,11,38.18199815,57.58500507,6/17/2014,11,KNF,2014-06-17 45,2,18
495325.9111,3489367.913,6/17/2014 19:00,45,12,36.21212676,53.43323864,6/17/2014,11,KNF,2014-06-17 45,2,19
495322.3956,3489360.544,6/17/2014 20:00,45,11,38.68738153,57.56610066,6/17/2014,11,KNF,2014-06-17 45,2,20
496045.7497,3488859.416,6/17/2014 9:01,45,1,2.599420369,NA,6/17/2014,11,KNF,2014-06-17 45,2,9
495312.943,3489259.611,6/18/2014 10:01,45,30,88.80522298,22.61480888,6/18/2014,12,KNF,2014-06-18 45,2,10
495356.835,3489277.214,6/18/2014 11:01,45,23,60.54989056,31.1087757,6/18/2014,12,KNF,2014-06-18 45,2,11
495293.884,3489327.162,6/18/2014 12:00,45,26,79.70751473,26.55853669,6/18/2014,12,KNF,2014-06-18 45,2,12
495265.8761,3489274.373,6/18/2014 13:00,45,35,123.3325399,18.25457466,6/18/2014,12,KNF,2014-06-18 45,2,13
495387.0896,3489110.239,6/18/2014 14:01,45,19,44.66888004,20.10501461,6/18/2014,12,KNF,2014-06-18 45,2,14
495430.1568,3489150.764,6/18/2014 15:00,45,18,29.33860003,22.6501764,6/18/2014,12,KNF,2014-06-18 45,2,15
495305.5725,3489186.951,6/18/2014 16:00,45,31,59.30023053,22.83872328,6/18/2014,12,KNF,2014-06-18 45,2,16
495346.6412,3488982.831,6/18/2014 17:00,45,8,45.32420394,54.19690496,6/18/2014,12,KNF,2014-06-18 45,2,17
495313.9116,3489007.684,6/18/2014 18:01,45,9,57.23086942,46.17718956,6/18/2014,12,KNF,2014-06-18 45,2,18
495324.0528,3489035.078,6/18/2014 19:00,45,10,66.75485132,39.9924833,6/18/2014,12,KNF,2014-06-18 45,2,19
495321.5293,3489017.522,6/18/2014 20:00,45,9,58.25827028,46.04898196,6/18/2014,12,KNF,2014-06-18 45,2,20
495363.2708,3489276.967,6/18/2014 6:01,45,23,58.55817711,31.20134236,6/18/2014,12,KNF,2014-06-18 45,2,6
495374.2374,3489133.543,6/18/2014 7:00,45,21,40.19033043,18.30825423,6/18/2014,12,KNF,2014-06-18 45,2,7
495415.8862,3489079.071,6/18/2014 8:01,45,15,21.88196226,27.50083008,6/18/2014,12,KNF,2014-06-18 45,2,8
495387.4201,3489127.552,6/18/2014 9:01,45,19,34.32222543,20.68034707,6/18/2014,12,KNF,2014-06-18 45,2,9
495280.7967,3488998.699,6/19/2014 10:00,45,13,55.62143514,30.92461956,6/19/2014,13,KNF,2014-06-19 45,2,10
495238.988,3489097.061,6/19/2014 11:00,45,12,34.88021338,35.95934924,6/19/2014,13,KNF,2014-06-19 45,2,11
495296.1836,3489227.51,6/19/2014 12:00,45,32,82.41368478,21.35752902,6/19/2014,13,KNF,2014-06-19 45,2,12
495231.8232,3489267.672,6/19/2014 13:00,45,39,127.2776274,18.02286632,6/19/2014,13,KNF,2014-06-19 45,2,13
495330.6413,3489205.327,6/19/2014 14:01,45,29,59.06156991,24.49227398,6/19/2014,13,KNF,2014-06-19 45,2,14
495357.6893,3489213.262,6/19/2014 15:00,45,26,47.80668103,27.89188411,6/19/2014,13,KNF,2014-06-19 45,2,15
495390.4717,3489223.4,6/19/2014 16:00,45,25,50.16515772,28.96693115,6/19/2014,13,KNF,2014-06-19 45,2,16
495247.0034,3489229.627,6/19/2014 17:00,45,39,113.1638694,16.59305463,6/19/2014,13,KNF,2014-06-19 45,2,17
495106.2559,3489308.44,6/19/2014 18:01,45,31,84.1948469,20.09722498,6/19/2014,13,KNF,2014-06-19 45,2,18
495032.2354,3489273.33,6/19/2014 19:00,45,6,18.53226918,81.45176066,6/19/2014,13,KNF,2014-06-19 45,2,19
495034.4628,3489286.052,6/19/2014 20:00,45,7,21.23314827,70.56353638,6/19/2014,13,KNF,2014-06-19 45,2,20
495348.9887,3488967.879,6/19/2014 6:02,45,7,37.67212059,63.55852139,6/19/2014,13,KNF,2014-06-19 45,2,6
495377.6775,3488992.582,6/19/2014 7:00,45,10,40.03024604,42.7140723,6/19/2014,13,KNF,2014-06-19 45,2,7
495325.5662,3488980.746,6/19/2014 8:00,45,7,46.091273,63.11886201,6/19/2014,13,KNF,2014-06-19 45,2,8
495295.6185,3488964.589,6/19/2014 9:01,45,7,33.40789182,63.46550357,6/19/2014,13,KNF,2014-06-19 45,2,9
495354.1348,3489267.495,6/20/2014 10:00,45,21,61.70014927,34.16395529,6/20/2014,14,KNF,2014-06-20 45,2,10
495346.2896,3489257.756,6/20/2014 11:00,45,25,64.45399603,28.35425707,6/20/2014,14,KNF,2014-06-20 45,2,11
495424.1104,3489130.018,6/20/2014 12:00,45,16,26.37052073,25.85799713,6/20/2014,14,KNF,2014-06-20 45,2,12
495464.7637,3489186.592,6/20/2014 13:00,45,13,19.72412055,32.89298398,6/20/2014,14,KNF,2014-06-20 45,2,13
495442.2783,3489214.222,6/20/2014 14:01,45,15,27.15562089,39.3068572,6/20/2014,14,KNF,2014-06-20 45,2,14
495290.7655,3489232.4,6/20/2014 15:00,45,34,86.16936705,19.94738927,6/20/2014,14,KNF,2014-06-20 45,2,15
495278.4697,3489225.833,6/20/2014 16:00,45,30,82.65730967,22.81414416,6/20/2014,14,KNF,2014-06-20 45,2,16
495255.0327,3489226.498,6/20/2014 17:00,45,38,105.6904458,17.24751947,6/20/2014,14,KNF,2014-06-20 45,2,17
495333.0844,3489086.224,6/20/2014 18:00,45,14,55.19041493,26.38083092,6/20/2014,14,KNF,2014-06-20 45,2,18
495315.6471,3489088.171,6/20/2014 19:00,45,15,53.17680838,24.3813264,6/20/2014,14,KNF,2014-06-20 45,2,19
495291.3526,3489082.43,6/20/2014 20:00,45,11,50.12188344,37.25506105,6/20/2014,14,KNF,2014-06-20 45,2,20
495041.0223,3489306.332,6/20/2014 6:01,45,10,25.04749534,50.3686583,6/20/2014,14,KNF,2014-06-20 45,2,6
495146.2201,3489350.705,6/20/2014 7:00,45,27,103.4500809,22.44863483,6/20/2014,14,KNF,2014-06-20 45,2,7
495345.1177,3489333.091,6/20/2014 8:01,45,14,49.66978255,53.417234,6/20/2014,14,KNF,2014-06-20 45,2,8
495259.3498,3489222.051,6/20/2014 9:00,45,37,91.74301397,18.11594047,6/20/2014,14,KNF,2014-06-20 45,2,9
495443.7503,3489172.337,6/21/2014 10:00,45,18,28.18620814,22.72150365,6/21/2014,15,KNF,2014-06-21 45,2,10
495472.8042,3489165.275,6/21/2014 11:00,45,13,18.28574463,33.01321785,6/21/2014,15,KNF,2014-06-21 45,2,11
495451.687,3489282.725,6/21/2014 12:00,45,15,14.51998229,55.3392118,6/21/2014,15,KNF,2014-06-21 45,2,12
495536.4062,3489411.311,6/21/2014 13:00,45,5,10.80888781,182.379803,6/21/2014,15,KNF,2014-06-21 45,2,13
495488.9065,3489434.23,6/21/2014 14:00,45,6,24.60004229,152.7571257,6/21/2014,15,KNF,2014-06-21 45,2,14
495339.2683,3489286.21,6/21/2014 15:00,45,21,72.46045699,33.61444399,6/21/2014,15,KNF,2014-06-21 45,2,15
495265.715,3489254.057,6/21/2014 16:00,45,35,114.2540786,18.52368455,6/21/2014,15,KNF,2014-06-21 45,2,16
495190.4759,3489272.424,6/21/2014 17:01,45,34,115.9345165,18.17394022,6/21/2014,15,KNF,2014-06-21 45,2,17
495128.2307,3489388.574,6/21/2014 18:00,45,24,94.1097871,20.89113527,6/21/2014,15,KNF,2014-06-21 45,2,18
495133.589,3489398.414,6/21/2014 19:00,45,24,92.3576132,20.4238506,6/21/2014,15,KNF,2014-06-21 45,2,19
495124.8637,3489394.705,6/21/2014 20:00,45,25,92.9936355,20.06516187,6/21/2014,15,KNF,2014-06-21 45,2,20
495382.0001,3488978.759,6/21/2014 7:02,45,8,34.30789672,54.8854504,6/21/2014,15,KNF,2014-06-21 45,2,7
