coords.x1,coords.x2,datetime,ID,revisits,residenceTime,avg_time_between,date,day,site,concatenated,state,hr
270637.7278,3697019.992,7/16/2021 19:00,47444,36,228.6937856,5.952504236,7/16/2021,12,CC,2021-07-16 47444,3,19
270550.32,3697095.593,7/16/2021 20:00,47444,24,249.2521552,8.178628273,7/16/2021,12,CC,2021-07-16 47444,3,20
270634.9052,3696561.841,7/17/2021 10:00,47444,2,12.49602551,131.9742246,7/17/2021,13,CC,2021-07-17 47444,2,10
270653.1388,3696579.753,7/17/2021 11:01,47444,2,12.67388919,131.8131859,7/17/2021,13,CC,2021-07-17 47444,2,11
270626.0148,3696555.172,7/17/2021 12:00,47444,2,12.40664904,132.0553821,7/17/2021,13,CC,2021-07-17 47444,2,12
270619.2008,3696546.556,7/17/2021 13:00,47444,2,12.27522446,132.1777401,7/17/2021,13,CC,2021-07-17 47444,2,13
270680.7275,3696586.623,7/17/2021 14:00,47444,2,12.57375207,131.9064642,7/17/2021,13,CC,2021-07-17 47444,2,14
270669.1944,3696599.258,7/17/2021 15:00,47444,2,12.80598119,131.6965667,7/17/2021,13,CC,2021-07-17 47444,2,15
270671.7358,3696598.466,7/17/2021 16:00,47444,2,12.77841499,131.7226091,7/17/2021,13,CC,2021-07-17 47444,2,16
270672.0567,3696603.762,7/17/2021 17:00,47444,2,12.83287861,131.6731764,7/17/2021,13,CC,2021-07-17 47444,2,17
270662.6054,3696593.455,7/17/2021 18:01,47444,2,12.78516526,131.7132239,7/17/2021,13,CC,2021-07-17 47444,2,18
270667.1367,3696609.461,7/17/2021 19:00,47444,2,12.93017064,131.5808278,7/17/2021,13,CC,2021-07-17 47444,2,19
270661.479,3696588.743,7/17/2021 20:00,47444,2,12.73816195,131.7561648,7/17/2021,13,CC,2021-07-17 47444,2,20
270565.6024,3697097.816,7/17/2021 6:01,47444,16,45.96340048,19.24156236,7/17/2021,13,CC,2021-07-17 47444,2,6
270593.1899,3697031.645,7/17/2021 7:00,47444,8,35.55008491,46.31326914,7/17/2021,13,CC,2021-07-17 47444,2,7
270766.4747,3696867.166,7/17/2021 8:00,47444,3,3.291410504,118.5915144,7/17/2021,13,CC,2021-07-17 47444,2,8
270642.5336,3696559.253,7/17/2021 9:00,47444,2,12.45199841,132.0170541,7/17/2021,13,CC,2021-07-17 47444,2,9
270538.477,3696831.254,7/18/2021 10:02,47444,13,26.16934185,31.58010189,7/18/2021,14,CC,2021-07-18 47444,2,10
270578.2991,3697101.71,7/18/2021 11:02,47444,17,49.33943775,16.22007387,7/18/2021,14,CC,2021-07-18 47444,2,11
270636.3479,3697122.029,7/18/2021 12:00,47444,18,57.3978417,14.83697836,7/18/2021,14,CC,2021-07-18 47444,2,12
270561.723,3697119.126,7/18/2021 13:02,47444,19,38.5500787,16.47089907,7/18/2021,14,CC,2021-07-18 47444,2,13
270608.4481,3697245.323,7/18/2021 14:01,47444,14,94.21107132,19.93644,7/18/2021,14,CC,2021-07-18 47444,2,14
270639.0641,3697218.963,7/18/2021 15:00,47444,20,101.5298118,13.25360076,7/18/2021,14,CC,2021-07-18 47444,2,15
270661.634,3697222.712,7/18/2021 16:00,47444,23,96.72581081,11.66139582,7/18/2021,14,CC,2021-07-18 47444,2,16
270657.2465,3697237.12,7/18/2021 17:00,47444,20,94.4664404,13.6217854,7/18/2021,14,CC,2021-07-18 47444,2,17
270571.2476,3696872.957,7/18/2021 18:02,47444,9,22.44870849,12.15699011,7/18/2021,14,CC,2021-07-18 47444,2,18
270522.331,3696830.705,7/18/2021 19:00,47444,14,22.07515534,29.56044902,7/18/2021,14,CC,2021-07-18 47444,2,19
270444.9358,3697061.605,7/18/2021 20:00,47444,10,35.58782222,40.79550608,7/18/2021,14,CC,2021-07-18 47444,2,20
270639.5314,3696758.648,7/18/2021 6:00,47444,5,14.32276534,29.31605599,7/18/2021,14,CC,2021-07-18 47444,2,6
270635.3745,3696702.263,7/18/2021 7:01,47444,3,13.52793038,59.45268595,7/18/2021,14,CC,2021-07-18 47444,2,7
270578.5533,3696906.252,7/18/2021 8:01,47444,8,19.9107734,14.17986693,7/18/2021,14,CC,2021-07-18 47444,2,8
270651.8578,3697060.006,7/18/2021 9:00,47444,11,38.63284259,25.01859941,7/18/2021,14,CC,2021-07-18 47444,2,9
270517.2248,3696918.459,7/19/2021 10:02,47444,12,17.4088356,34.16407553,7/19/2021,15,CC,2021-07-19 47444,2,10
270420.8144,3696874.338,7/19/2021 11:01,47444,17,26.20354401,23.93818715,7/19/2021,15,CC,2021-07-19 47444,2,11
270465.3695,3696924.227,7/19/2021 12:00,47444,13,28.4037351,31.77796717,7/19/2021,15,CC,2021-07-19 47444,2,12
270436.3752,3696995.436,7/19/2021 13:01,47444,11,52.072368,35.45848897,7/19/2021,15,CC,2021-07-19 47444,2,13
270381.0895,3696993.929,7/19/2021 14:02,47444,15,48.59346393,25.55734194,7/19/2021,15,CC,2021-07-19 47444,2,14
270485.5047,3697075.335,7/19/2021 15:00,47444,10,39.15662008,17.44912969,7/19/2021,15,CC,2021-07-19 47444,2,15
270476.5606,3697176.297,7/19/2021 16:00,47444,4,4.082531607,56.55242101,7/19/2021,15,CC,2021-07-19 47444,2,16
270547.2352,3697319.637,7/19/2021 17:00,47444,12,24.59853433,29.8468967,7/19/2021,15,CC,2021-07-19 47444,2,17
270638.2984,3697273.856,7/19/2021 18:01,47444,15,90.73419149,18.75286158,7/19/2021,15,CC,2021-07-19 47444,2,18
270371.6363,3697021.208,7/19/2021 19:00,47444,11,47.90591766,35.68240706,7/19/2021,15,CC,2021-07-19 47444,2,19
270272.6056,3697216.913,7/19/2021 20:01,47444,1,11.6717006,NA,7/19/2021,15,CC,2021-07-19 47444,2,20
270442.4717,3697057.014,7/19/2021 6:03,47444,10,42.05899052,40.10418475,7/19/2021,15,CC,2021-07-19 47444,2,6
270452.7086,3697011.351,7/19/2021 7:02,47444,9,48.96901959,44.23189396,7/19/2021,15,CC,2021-07-19 47444,2,7
270389.9911,3696957.52,7/19/2021 8:00,47444,16,33.9461618,24.84364538,7/19/2021,15,CC,2021-07-19 47444,2,8
270458.444,3696963.897,7/19/2021 9:00,47444,14,47.26717622,27.86308663,7/19/2021,15,CC,2021-07-19 47444,2,9
270269.6939,3697223.274,7/20/2021 6:00,47444,11,53.73368006,35.12878093,7/20/2021,16,CC,2021-07-20 47444,3,6
270266.3032,3697202.392,7/20/2021 7:00,47444,12,63.74874046,31.04571095,7/20/2021,16,CC,2021-07-20 47444,3,7
270388.0394,3696929.013,7/20/2021 8:02,47444,17,148.3262521,17.1186255,7/20/2021,16,CC,2021-07-20 47444,3,8
270423.9649,3696868.226,7/20/2021 9:00,47444,16,128.969718,19.59179913,7/20/2021,16,CC,2021-07-20 47444,3,9
270567.3433,3696883.014,7/20/2021 10:01,47444,18,158.983446,15.55073488,7/20/2021,16,CC,2021-07-20 47444,3,10
270479.7037,3696869.967,7/20/2021 11:00,47444,15,156.2601737,19.06087409,7/20/2021,16,CC,2021-07-20 47444,3,11
270351.553,3697061.867,7/20/2021 12:00,47444,20,134.1025862,14.52475861,7/20/2021,16,CC,2021-07-20 47444,3,12
270462.8536,3697010.089,7/20/2021 13:02,47444,23,181.7145043,10.95368693,7/20/2021,16,CC,2021-07-20 47444,3,13
270483.2574,3696967.614,7/20/2021 14:02,47444,19,172.9797033,13.88602876,7/20/2021,16,CC,2021-07-20 47444,3,14
270424.6013,3696862.873,7/20/2021 15:00,47444,16,128.5825942,19.61834387,7/20/2021,16,CC,2021-07-20 47444,3,15
270420.7714,3696920.014,7/20/2021 16:00,47444,19,150.4090738,15.12502122,7/20/2021,16,CC,2021-07-20 47444,3,16
270400.8327,3696909.49,7/20/2021 17:01,47444,17,145.3351023,17.32454276,7/20/2021,16,CC,2021-07-20 47444,3,17
270449.5179,3696846.203,7/20/2021 18:01,47444,14,127.6400302,22.72073751,7/20/2021,16,CC,2021-07-20 47444,3,18
270424.1739,3696854.272,7/20/2021 19:00,47444,16,127.8054343,19.67075437,7/20/2021,16,CC,2021-07-20 47444,3,19
270148.3573,3696833.497,7/20/2021 20:01,47444,7,51.45196551,43.62567231,7/20/2021,16,CC,2021-07-20 47444,3,20
270146.7334,3696827.443,7/21/2021 6:00,47444,7,50.73921574,43.74026192,7/21/2021,17,CC,2021-07-21 47444,3,6
270276.4506,3696862.382,7/21/2021 7:00,47444,17,121.1898488,18.02207565,7/21/2021,17,CC,2021-07-21 47444,3,7
270509.9549,3696772.428,7/21/2021 8:01,47444,17,100.0122913,20.20572253,7/21/2021,17,CC,2021-07-21 47444,3,8
270484.8899,3696835.066,7/21/2021 9:00,47444,17,125.0475613,18.63328321,7/21/2021,17,CC,2021-07-21 47444,3,9
270557.2239,3696959.579,7/21/2021 10:01,47444,24,186.4477064,10.31323753,7/21/2021,17,CC,2021-07-21 47444,3,10
270570.3931,3696947.66,7/21/2021 11:01,47444,21,183.5528432,12.00385433,7/21/2021,17,CC,2021-07-21 47444,3,11
270365.8428,3697203.515,7/21/2021 12:03,47444,29,159.7661172,9.39822993,7/21/2021,17,CC,2021-07-21 47444,3,12
270445.2075,3697145.669,7/21/2021 13:01,47444,26,231.1308982,7.686258341,7/21/2021,17,CC,2021-07-21 47444,3,13
270390.0941,3697083.113,7/21/2021 14:00,47444,27,162.363809,9.537466932,7/21/2021,17,CC,2021-07-21 47444,3,14
270374.3761,3697042.128,7/21/2021 15:01,47444,23,148.5401049,11.9054333,7/21/2021,17,CC,2021-07-21 47444,3,15
270382.3978,3696826.977,7/21/2021 16:02,47444,14,133.1061227,22.27151975,7/21/2021,17,CC,2021-07-21 47444,3,16
270563.7684,3696800.926,7/21/2021 17:00,47444,23,101.3159564,14.64093133,7/21/2021,17,CC,2021-07-21 47444,3,17
270469.256,3696828.634,7/21/2021 18:01,47444,16,123.6135375,19.96718871,7/21/2021,17,CC,2021-07-21 47444,3,18
270407.1895,3696829.762,7/21/2021 19:00,47444,15,136.1536593,20.47433424,7/21/2021,17,CC,2021-07-21 47444,3,19
270437.4404,3697048.588,7/21/2021 20:01,47444,30,220.964082,6.925734585,7/21/2021,17,CC,2021-07-21 47444,3,20
270507.1959,3696764.038,7/22/2021 10:02,47444,9,11.35184743,40.48145698,7/22/2021,18,CC,2021-07-22 47444,2,10
270490.7229,3696890.257,7/22/2021 11:01,47444,15,26.79251409,27.36412626,7/22/2021,18,CC,2021-07-22 47444,2,11
270397.8265,3697075.118,7/22/2021 12:02,47444,10,38.20143246,40.69100968,7/22/2021,18,CC,2021-07-22 47444,2,12
270361.9803,3697071.33,7/22/2021 13:00,47444,10,30.4903868,41.63728511,7/22/2021,18,CC,2021-07-22 47444,2,13
270343.0828,3697032.883,7/22/2021 14:00,47444,9,22.90436638,47.83451956,7/22/2021,18,CC,2021-07-22 47444,2,14
270307.9788,3697106.657,7/22/2021 15:02,47444,5,5.532325667,99.7395371,7/22/2021,18,CC,2021-07-22 47444,2,15
270405.7418,3696931.601,7/22/2021 16:02,47444,12,34.4661714,33.84501983,7/22/2021,18,CC,2021-07-22 47444,2,16
270513.7827,3696786.63,7/22/2021 17:00,47444,11,13.87659273,39.17162888,7/22/2021,18,CC,2021-07-22 47444,2,17
270577.9452,3696778.484,7/22/2021 18:01,47444,10,19.48031769,34.97566324,7/22/2021,18,CC,2021-07-22 47444,2,18
270498.4454,3696886.545,7/22/2021 19:00,47444,15,26.79767566,26.33706249,7/22/2021,18,CC,2021-07-22 47444,2,19
270611.125,3696868.094,7/22/2021 20:01,47444,7,16.00700629,17.27566023,7/22/2021,18,CC,2021-07-22 47444,2,20
270438.8647,3697050.94,7/22/2021 6:02,47444,10,48.25052544,39.45075108,7/22/2021,18,CC,2021-07-22 47444,2,6
270461.4404,3697011.343,7/22/2021 7:00,47444,7,46.94831897,58.50520019,7/22/2021,18,CC,2021-07-22 47444,2,7
270501.8869,3696798.475,7/22/2021 8:01,47444,13,18.62007265,32.33936066,7/22/2021,18,CC,2021-07-22 47444,2,8
270605.4631,3696679.468,7/22/2021 9:00,47444,3,13.81194855,59.40112598,7/22/2021,18,CC,2021-07-22 47444,2,9
270610.9595,3696875.644,7/23/2021 6:01,47444,19,158.143329,14.73618182,7/23/2021,19,CC,2021-07-23 47444,3,6
270560.9307,3696794.712,7/23/2021 7:02,47444,22,95.8263144,15.59933145,7/23/2021,19,CC,2021-07-23 47444,3,7
270572.3966,3696707.384,7/23/2021 8:01,47444,17,71.89713939,21.05545747,7/23/2021,19,CC,2021-07-23 47444,3,8
270655.6582,3696550.53,7/23/2021 9:00,47444,5,28.27503594,88.68522734,7/23/2021,19,CC,2021-07-23 47444,3,9
270342.7316,3696212.51,7/23/2021 10:00,47444,1,5.897582752,NA,7/23/2021,19,CC,2021-07-23 47444,3,10
270329.4499,3696189.899,7/23/2021 11:02,47444,1,5.853571066,NA,7/23/2021,19,CC,2021-07-23 47444,3,11
270450.4899,3696098.074,7/23/2021 12:00,47444,1,6.064414443,NA,7/23/2021,19,CC,2021-07-23 47444,3,12
270368.2286,3696217.099,7/23/2021 13:00,47444,1,5.96768647,NA,7/23/2021,19,CC,2021-07-23 47444,3,13
270313.9648,3696226.675,7/23/2021 14:01,47444,1,5.813485517,NA,7/23/2021,19,CC,2021-07-23 47444,3,14
270398.6105,3696168.572,7/23/2021 15:00,47444,1,6.025972118,NA,7/23/2021,19,CC,2021-07-23 47444,3,15
270733.1406,3695776.4,7/23/2021 16:01,47444,8,66.37461898,8.057847891,7/23/2021,19,CC,2021-07-23 47444,3,16
270925.6977,3695699.723,7/23/2021 17:00,47444,4,100.9299027,11.5754967,7/23/2021,19,CC,2021-07-23 47444,3,17
270900.7067,3695637.073,7/23/2021 18:00,47444,4,101.4810078,11.42951444,7/23/2021,19,CC,2021-07-23 47444,3,18
270932.1607,3695738.754,7/23/2021 19:00,47444,5,100.3607119,8.808402931,7/23/2021,19,CC,2021-07-23 47444,3,19
270804.202,3695695.985,7/23/2021 20:00,47444,6,76.90774118,11.81345211,7/23/2021,19,CC,2021-07-23 47444,3,20
271015.9767,3695678.312,7/24/2021 10:01,47444,12,38.99843242,7.178290227,7/24/2021,20,CC,2021-07-24 47444,2,10
270902.9804,3695694.213,7/24/2021 11:00,47444,10,58.61265832,8.458370453,7/24/2021,20,CC,2021-07-24 47444,2,11
270917.8493,3695726.886,7/24/2021 12:00,47444,13,47.35340279,7.270743805,7/24/2021,20,CC,2021-07-24 47444,2,12
270902.1325,3695667.034,7/24/2021 13:00,47444,10,46.85354252,9.764417778,7/24/2021,20,CC,2021-07-24 47444,2,13
270886.4557,3695674.197,7/24/2021 14:00,47444,8,53.02317002,9.83075793,7/24/2021,20,CC,2021-07-24 47444,2,14
270906.5201,3695728.13,7/24/2021 15:00,47444,11,52.70774909,6.92859112,7/24/2021,20,CC,2021-07-24 47444,2,15
270956.1769,3695677.951,7/24/2021 16:01,47444,11,40.98699676,9.348916671,7/24/2021,20,CC,2021-07-24 47444,2,16
270942.9294,3695685.478,7/24/2021 17:00,47444,13,48.1798041,7.197457471,7/24/2021,20,CC,2021-07-24 47444,2,17
270882.7016,3695582.036,7/24/2021 18:01,47444,7,18.39597489,16.10694852,7/24/2021,20,CC,2021-07-24 47444,2,18
270950.0386,3695690.037,7/24/2021 19:02,47444,13,44.80200499,7.475688774,7/24/2021,20,CC,2021-07-24 47444,2,19
270879.2531,3695643.662,7/24/2021 20:01,47444,11,43.26888773,7.820737486,7/24/2021,20,CC,2021-07-24 47444,2,20
270828.7294,3695702.051,7/24/2021 6:01,47444,5,28.42532812,22.39274989,7/24/2021,20,CC,2021-07-24 47444,2,6
270822.2935,3695697.62,7/24/2021 7:00,47444,4,27.09890041,2.850473462,7/24/2021,20,CC,2021-07-24 47444,2,7
270924.3493,3695669.882,7/24/2021 8:00,47444,11,45.43825846,8.919720386,7/24/2021,20,CC,2021-07-24 47444,2,8
271037.4096,3695572.806,7/24/2021 9:00,47444,1,1.453842917,NA,7/24/2021,20,CC,2021-07-24 47444,2,9
270884.017,3695382.637,7/25/2021 10:00,47444,1,1.565788544,NA,7/25/2021,21,CC,2021-07-25 47444,2,10
270956.636,3695670.594,7/25/2021 11:01,47444,11,41.63935902,9.282981713,7/25/2021,21,CC,2021-07-25 47444,2,11
271015.0567,3695708.307,7/25/2021 12:00,47444,14,34.21881844,7.682430839,7/25/2021,21,CC,2021-07-25 47444,2,12
270959.6633,3695628.931,7/25/2021 13:00,47444,14,34.51219181,7.680598716,7/25/2021,21,CC,2021-07-25 47444,2,13
270806.8661,3695577.25,7/25/2021 14:00,47444,3,2.90025815,9.601175979,7/25/2021,21,CC,2021-07-25 47444,2,14
270768.4992,3695543.891,7/25/2021 15:00,47444,1,1.854478537,NA,7/25/2021,21,CC,2021-07-25 47444,2,15
270900.137,3695625.19,7/25/2021 16:02,47444,11,36.00864251,8.410520827,7/25/2021,21,CC,2021-07-25 47444,2,16
270947.3967,3695707.055,7/25/2021 17:01,47444,13,47.55582762,7.246175492,7/25/2021,21,CC,2021-07-25 47444,2,17
270967.6685,3695686.324,7/25/2021 18:00,47444,12,34.60371576,9.073482228,7/25/2021,21,CC,2021-07-25 47444,2,18
270949.4216,3695690.717,7/25/2021 19:00,47444,13,45.62303682,7.4075302,7/25/2021,21,CC,2021-07-25 47444,2,19
270897.6079,3695765.416,7/25/2021 20:01,47444,8,23.03241519,14.1128016,7/25/2021,21,CC,2021-07-25 47444,2,20
270872.4818,3695661.255,7/25/2021 6:00,47444,8,48.55821149,10.4435099,7/25/2021,21,CC,2021-07-25 47444,2,6
270893.0367,3695634.391,7/25/2021 7:00,47444,11,38.22241919,8.319432188,7/25/2021,21,CC,2021-07-25 47444,2,7
270971.3893,3695699.963,7/25/2021 8:00,47444,13,35.50879141,8.239434076,7/25/2021,21,CC,2021-07-25 47444,2,8
270950.5547,3695345.398,7/25/2021 9:00,47444,1,1.362689309,NA,7/25/2021,21,CC,2021-07-25 47444,2,9
271462.6459,3695666.683,7/26/2021 10:00,47444,1,1.158424987,NA,7/26/2021,22,CC,2021-07-26 47444,2,10
271437.9687,3695778.102,7/26/2021 11:00,47444,1,3.240518577,NA,7/26/2021,22,CC,2021-07-26 47444,2,11
271428.7979,3695799.391,7/26/2021 12:00,47444,1,3.136706545,NA,7/26/2021,22,CC,2021-07-26 47444,2,12
271413.1903,3695798.051,7/26/2021 13:00,47444,1,3.213270829,NA,7/26/2021,22,CC,2021-07-26 47444,2,13
271278.1107,3695813.925,7/26/2021 14:00,47444,1,0.939838097,NA,7/26/2021,22,CC,2021-07-26 47444,2,14
270980.6865,3695686.416,7/26/2021 15:00,47444,15,38.6063662,6.837767407,7/26/2021,22,CC,2021-07-26 47444,2,15
270962.847,3695677.327,7/26/2021 16:00,47444,12,38.17042397,8.75165828,7/26/2021,22,CC,2021-07-26 47444,2,16
270926.083,3695703.809,7/26/2021 17:00,47444,9,55.56897222,9.88187302,7/26/2021,22,CC,2021-07-26 47444,2,17
270965.8155,3695685.136,7/26/2021 18:01,47444,12,35.7060851,8.974253004,7/26/2021,22,CC,2021-07-26 47444,2,18
271028.6671,3695701.948,7/26/2021 19:00,47444,12,41.14646348,6.959216404,7/26/2021,22,CC,2021-07-26 47444,2,19
271092.8802,3695659.793,7/26/2021 20:00,47444,3,25.56476033,46.03383836,7/26/2021,22,CC,2021-07-26 47444,2,20
270905.161,3695766.702,7/26/2021 6:00,47444,10,23.69021041,10.90244474,7/26/2021,22,CC,2021-07-26 47444,2,6
270911.5101,3695774.153,7/26/2021 7:00,47444,8,22.15131992,14.2273411,7/26/2021,22,CC,2021-07-26 47444,2,7
270967.1024,3695728.129,7/26/2021 8:00,47444,13,40.43860791,7.826063603,7/26/2021,22,CC,2021-07-26 47444,2,8
271219.6514,3695652.747,7/26/2021 9:00,47444,1,0.71125057,NA,7/26/2021,22,CC,2021-07-26 47444,2,9
270662.8144,3695410.578,7/27/2021 10:02,47444,3,3.056407099,22.58364918,7/27/2021,23,CC,2021-07-27 47444,2,10
270586.8793,3695526.631,7/27/2021 11:00,47444,3,5.646997988,9.564780832,7/27/2021,23,CC,2021-07-27 47444,2,11
270481.6435,3695516.485,7/27/2021 12:02,47444,3,21.56885098,0.652006928,7/27/2021,23,CC,2021-07-27 47444,2,12
270487.9145,3695520.232,7/27/2021 13:00,47444,4,21.26501902,0.593820487,7/27/2021,23,CC,2021-07-27 47444,2,13
270534.5984,3695524.185,7/27/2021 14:00,47444,3,7.883387388,8.137387822,7/27/2021,23,CC,2021-07-27 47444,2,14
270530.9853,3695499.802,7/27/2021 15:00,47444,2,7.578987719,16.36186438,7/27/2021,23,CC,2021-07-27 47444,2,15
270489.78,3695400.162,7/27/2021 16:00,47444,2,3.220046583,14.22943127,7/27/2021,23,CC,2021-07-27 47444,2,16
270441.0268,3695444.84,7/27/2021 17:00,47444,3,5.57327758,7.667735687,7/27/2021,23,CC,2021-07-27 47444,2,17
270395.1422,3695523.696,7/27/2021 18:00,47444,2,15.16821986,4.464144485,7/27/2021,23,CC,2021-07-27 47444,2,18
270432.9762,3695560.04,7/27/2021 19:00,47444,3,16.95228793,2.389401674,7/27/2021,23,CC,2021-07-27 47444,2,19
270442.2915,3695568.098,7/27/2021 20:00,47444,3,17.0503115,2.424953283,7/27/2021,23,CC,2021-07-27 47444,2,20
271080.6075,3695688.869,7/27/2021 6:00,47444,4,26.8309657,30.22327294,7/27/2021,23,CC,2021-07-27 47444,2,6
271060.1808,3695668.401,7/27/2021 7:00,47444,5,29.55612132,22.09674154,7/27/2021,23,CC,2021-07-27 47444,2,7
270608.3038,3695435.483,7/27/2021 8:00,47444,3,3.102066924,22.53748417,7/27/2021,23,CC,2021-07-27 47444,2,8
270602.9129,3695336.437,7/27/2021 9:00,47444,2,1.978767018,45.92855837,7/27/2021,23,CC,2021-07-27 47444,2,9
270437.3633,3695555.797,7/28/2021 6:00,47444,2,25.84599569,1.51289832,7/28/2021,24,CC,2021-07-28 47444,3,6
270433.2982,3695563.806,7/28/2021 7:00,47444,2,25.6288721,1.696936665,7/28/2021,24,CC,2021-07-28 47444,3,7
270475.9502,3695399.236,7/28/2021 8:01,47444,2,27.59986661,20.62462858,7/28/2021,24,CC,2021-07-28 47444,3,8
270490.9872,3695548.523,7/28/2021 9:00,47444,2,27.89973074,20.38405684,7/28/2021,24,CC,2021-07-28 47444,3,9
270632.8219,3695562.973,7/28/2021 11:02,47444,6,46.64554876,17.87962068,7/28/2021,24,CC,2021-07-28 47444,3,11
270913.8604,3695609.441,7/28/2021 12:00,47444,4,102.1765434,11.18620201,7/28/2021,24,CC,2021-07-28 47444,3,12
270958.9161,3695685.51,7/28/2021 13:00,47444,4,101.0119081,11.51481833,7/28/2021,24,CC,2021-07-28 47444,3,13
270943.3264,3695668.412,7/28/2021 14:01,47444,4,101.1930395,11.47606261,7/28/2021,24,CC,2021-07-28 47444,3,14
270952.1927,3695684.67,7/28/2021 15:00,47444,4,101.034632,11.51525851,7/28/2021,24,CC,2021-07-28 47444,3,15
270959.3891,3695659.454,7/28/2021 16:00,47444,4,101.2149515,11.44792686,7/28/2021,24,CC,2021-07-28 47444,3,16
270915.4143,3695717.622,7/28/2021 17:00,47444,4,100.7428066,11.6429902,7/28/2021,24,CC,2021-07-28 47444,3,17
270930.2486,3695711.057,7/28/2021 18:00,47444,4,100.8064987,11.60829215,7/28/2021,24,CC,2021-07-28 47444,3,18
271063.5033,3695669.132,7/28/2021 19:00,47444,6,91.15024865,8.754036214,7/28/2021,24,CC,2021-07-28 47444,3,19
271103.779,3695674.605,7/28/2021 20:02,47444,6,86.38098864,9.654299202,7/28/2021,24,CC,2021-07-28 47444,3,20
271108.5871,3695664.926,7/29/2021 6:00,47444,6,86.23931444,9.675658486,7/29/2021,25,CC,2021-07-29 47444,3,6
270980.5588,3695673.535,7/29/2021 7:00,47444,4,101.0108565,11.4768149,7/29/2021,25,CC,2021-07-29 47444,3,7
270638.1179,3695365.965,7/29/2021 8:00,47444,5,15.61865495,19.60913777,7/29/2021,25,CC,2021-07-29 47444,3,8
261688.0511,3680534.954,5/4/2021 10:02,47447,1,12.53745335,NA,5/4/2021,1,CC,2021-05-04 47447,2,10
261698.2604,3680541.329,5/4/2021 11:02,47447,1,12.38960155,NA,5/4/2021,1,CC,2021-05-04 47447,2,11
261651.8475,3680558.146,5/4/2021 12:00,47447,1,13.09829112,NA,5/4/2021,1,CC,2021-05-04 47447,2,12
261628.321,3680546.06,5/4/2021 13:00,47447,1,13.17840688,NA,5/4/2021,1,CC,2021-05-04 47447,2,13
261577.153,3680579.674,5/4/2021 14:02,47447,1,2.538726872,NA,5/4/2021,1,CC,2021-05-04 47447,2,14
261291.0202,3680418.081,5/4/2021 15:00,47447,1,1.850628936,NA,5/4/2021,1,CC,2021-05-04 47447,2,15
261277.1847,3680382.509,5/4/2021 16:02,47447,1,2.153365423,NA,5/4/2021,1,CC,2021-05-04 47447,2,16
261228.3428,3680305.258,5/4/2021 17:00,47447,1,1.535518826,NA,5/4/2021,1,CC,2021-05-04 47447,2,17
261100.7086,3680218.71,5/4/2021 18:00,47447,1,16.49288503,NA,5/4/2021,1,CC,2021-05-04 47447,2,18
261108.402,3680174.22,5/4/2021 19:02,47447,1,17.08511674,NA,5/4/2021,1,CC,2021-05-04 47447,2,19
261111.598,3680170.679,5/4/2021 20:02,47447,1,17.12605421,NA,5/4/2021,1,CC,2021-05-04 47447,2,20
261696.7244,3680519.726,5/4/2021 6:00,47447,1,12.30390129,NA,5/4/2021,1,CC,2021-05-04 47447,2,6
261690.1424,3680517.524,5/4/2021 7:00,47447,1,12.38959775,NA,5/4/2021,1,CC,2021-05-04 47447,2,7
261696.3638,3680522.521,5/4/2021 8:00,47447,1,12.3281056,NA,5/4/2021,1,CC,2021-05-04 47447,2,8
261710.2265,3680530.327,5/4/2021 9:00,47447,1,12.13638533,NA,5/4/2021,1,CC,2021-05-04 47447,2,9
261073.1953,3680128.607,5/5/2021 10:00,47447,2,17.41417528,0.529339192,5/5/2021,2,CC,2021-05-05 47447,2,10
261113.2564,3680063.436,5/5/2021 11:01,47447,2,4.545029358,92.18774526,5/5/2021,2,CC,2021-05-05 47447,2,11
261103.0935,3680045.308,5/5/2021 12:01,47447,2,4.747540153,91.74366904,5/5/2021,2,CC,2021-05-05 47447,2,12
261136.0738,3680012.338,5/5/2021 13:01,47447,2,4.896062209,91.28406397,5/5/2021,2,CC,2021-05-05 47447,2,13
261109.4995,3679955.183,5/5/2021 14:00,47447,2,4.400675876,90.95181025,5/5/2021,2,CC,2021-05-05 47447,2,14
261016.3408,3679648.668,5/5/2021 15:01,47447,5,9.565244805,70.63968728,5/5/2021,2,CC,2021-05-05 47447,2,15
261041.0965,3679632.435,5/5/2021 16:01,47447,10,19.4374791,31.99195574,5/5/2021,2,CC,2021-05-05 47447,2,16
261097.2114,3679563.474,5/5/2021 17:00,47447,17,71.87205917,14.66802063,5/5/2021,2,CC,2021-05-05 47447,2,17
261187.7755,3679543.363,5/5/2021 18:01,47447,20,114.4062329,9.97530109,5/5/2021,2,CC,2021-05-05 47447,2,18
261275.5146,3679442.632,5/5/2021 19:00,47447,12,54.33008594,22.84779861,5/5/2021,2,CC,2021-05-05 47447,2,19
261273.9878,3679452.258,5/5/2021 20:00,47447,12,54.3326118,22.83882446,5/5/2021,2,CC,2021-05-05 47447,2,20
261108.4736,3680161.556,5/5/2021 6:01,47447,1,17.20154771,NA,5/5/2021,2,CC,2021-05-05 47447,2,6
261108.7992,3680156.199,5/5/2021 7:00,47447,1,17.24427256,NA,5/5/2021,2,CC,2021-05-05 47447,2,7
261073.9409,3680238.022,5/5/2021 8:00,47447,1,15.9675139,NA,5/5/2021,2,CC,2021-05-05 47447,2,8
